Component,Filename,File Format,HTAN Parent Data File ID,HTAN Data File ID,Data Category,Matrix Type,Linked Matrices,Cell Median Number Reads,Cell Median Number Genes,Cell Total,scRNAseq Workflow Type,scRNAseq Workflow Parameters Description,Workflow Link,Workflow Version,entityId,Id,Workflow End Datetime,Workflow Start Datetime
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-6_immune.csv,csv,HTA11_12399_200000101112111,HTA11_12399_200000101113112,Gene Expression Quantification,Raw Counts,,1714.0,629.0,9,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069159,51c426e8-baa9-4f9d-b6c4-4bb5ed29adf4,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-7_epi.csv,csv,HTA11_12167_200000101112111,HTA11_12167_200000101113111,Gene Expression Quantification,Raw Counts,,2349.0,1029.0,941,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069077,de3fe55a-a53a-41af-b1b5-bcc045050b38,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-7_immune.csv,csv,HTA11_12167_200000101112111,HTA11_12167_200000101113112,Gene Expression Quantification,Raw Counts,,947.0,453.0,46,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069160,333d79b1-f196-4d17-8b3d-83ee98d39120,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-8_epi.csv,csv,HTA11_12187_200000101112111,HTA11_12187_200000101113111,Gene Expression Quantification,Raw Counts,,2413.5,1151.5,946,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069078,f98fd204-74c1-487c-822a-8efb1a4c1701,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-8_immune.csv,csv,HTA11_12187_200000101112111,HTA11_12187_200000101113112,Gene Expression Quantification,Raw Counts,,3081.0,1132.0,73,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069161,8f5a4748-6ab1-44b1-989e-c15f62a6f063,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-9_epi.csv,csv,HTA11_2334_200000101112111,HTA11_2334_200000101113111,Gene Expression Quantification,Raw Counts,,2970.0,1319.0,933,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069079,ca4e14dc-b02a-4b42-a93e-fc2dd195ab2c,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7230-YX-9_immune.csv,csv,HTA11_2334_200000101112111,HTA11_2334_200000101113112,Gene Expression Quantification,Raw Counts,,707.0,466.5,46,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069162,664894be-c1ae-44f5-9c8e-1498ff4c303c,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-10_epi.csv,csv,HTA11_13678_200000101112111,HTA11_13678_200000101113111,Gene Expression Quantification,Raw Counts,,3976.0,1059.0,531,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069081,598b6806-2094-48c1-86d4-cf8d6e355586,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-10_immune.csv,csv,HTA11_13678_200000101112111,HTA11_13678_200000101113112,Gene Expression Quantification,Raw Counts,,1372.0,601.0,77,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069163,5e0a4c13-d97c-47e2-9dfd-7c724ef98bd3,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-11_epi.csv,csv,HTA11_3372_300378101112111,HTA11_3372_300378101113111,Gene Expression Quantification,Raw Counts,,2649.0,957.0,243,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069082,7873a3e0-9dd8-467e-83fa-cfad139790c9,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-11_immune.csv,csv,HTA11_3372_300378101112111,HTA11_3372_300378101113112,Gene Expression Quantification,Raw Counts,,1017.0,578.0,17,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069164,64eae9b5-23c5-483d-96fe-88731ed2ea67,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-12_epi.csv,csv,HTA11_11275_200000101112111,HTA11_11275_200000101113111,Gene Expression Quantification,Raw Counts,,2720.5,1047.5,210,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069083,5c75bee7-f0ea-4ff4-9b70-e1bc6d0bc3c4,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-12_immune.csv,csv,HTA11_11275_200000101112111,HTA11_11275_200000101113112,Gene Expression Quantification,Raw Counts,,521.0,345.5,4,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069165,910e23f4-7d7d-43f0-bc9d-f2afb62f1500,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-13_epi.csv,csv,HTA11_14015_200000101112111,HTA11_14015_200000101113111,Gene Expression Quantification,Raw Counts,,7215.5,2139.0,188,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069084,2be8085d-2662-40e0-b8b0-56e471fc927d,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-13_immune.csv,csv,HTA11_14015_200000101112111,HTA11_14015_200000101113112,Gene Expression Quantification,Raw Counts,,4693.5,1752.5,2,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069166,e9f298bc-b59c-4e70-b31f-3f18ea83846d,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-16_epi.csv,csv,HTA11_9531_200000101112111,HTA11_9531_200000101113111,Gene Expression Quantification,Raw Counts,,3675.5,1239.5,1270,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069085,ba38820f-f9d0-4e84-b681-14c126883adc,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-16_immune.csv,csv,HTA11_9531_200000101112111,HTA11_9531_200000101113112,Gene Expression Quantification,Raw Counts,,845.5,556.5,38,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069167,2e33af44-6efa-4f4a-87fb-7360ee941c63,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-17_epi.csv,csv,HTA11_9531_200000102112111,HTA11_9531_200000102113111,Gene Expression Quantification,Raw Counts,,3857.0,1308.0,129,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069086,7342320c-d8f9-4b2d-b0d7-6fb6f151fd70,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-17_immune.csv,csv,HTA11_9531_200000102112111,HTA11_9531_200000102113112,Gene Expression Quantification,Raw Counts,,1172.5,711.5,2,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069168,e1bc8bee-0e15-42ea-a313-898e679c25fa,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-1_epi.csv,csv,HTA11_9700_200000101112111,HTA11_9700_200000101113111,Gene Expression Quantification,Raw Counts,,3876.0,1539.5,1694,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069087,846dff51-0c2f-4fa0-a9b4-18ac3a7e98da,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-1_immune.csv,csv,HTA11_9700_200000101112111,HTA11_9700_200000101113112,Gene Expression Quantification,Raw Counts,,537.5,385.0,22,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069169,f2fbb2f4-a232-44ed-9356-8f81be80f225,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-2_epi.csv,csv,HTA11_9998_200000101112111,HTA11_9998_200000101113111,Gene Expression Quantification,Raw Counts,,1837.0,855.0,629,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069090,f0628ad6-be5a-4fdb-b08e-f1b8938f222b,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-2_immune.csv,csv,HTA11_9998_200000101112111,HTA11_9998_200000101113112,Gene Expression Quantification,Raw Counts,,5591.0,1757.0,13,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069170,cd0e130f-66c6-4e88-be95-ad8e79dd9a80,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-3_epi.csv,csv,HTA11_13109_200000101112111,HTA11_13109_200000101113111,Gene Expression Quantification,Raw Counts,,1956.0,924.0,719,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069091,0d8ab4df-2df8-42d3-adf8-649d44e3b6ce,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-3_immune.csv,csv,HTA11_13109_200000101112111,HTA11_13109_200000101113112,Gene Expression Quantification,Raw Counts,,889.5,382.0,28,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069171,d570a1e4-7b15-474e-a7e5-477d0c4a2c94,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-6_epi.csv,csv,HTA11_13708_200000101112111,HTA11_13708_200000101113111,Gene Expression Quantification,Raw Counts,,2597.0,1145.0,1238,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069092,d34df4ad-2813-478b-b47e-3077f2956722,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-6_immune.csv,csv,HTA11_13708_200000101112111,HTA11_13708_200000101113112,Gene Expression Quantification,Raw Counts,,1070.0,606.0,109,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069172,37bd85e8-dec0-4acd-92b9-75aadae052dd,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-7_epi.csv,csv,HTA11_13701_200000101112111,HTA11_13701_200000101113111,Gene Expression Quantification,Raw Counts,,3080.0,1158.0,859,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069093,7687f431-cad6-4c4b-a6d3-7ef877cec258,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-7_immune.csv,csv,HTA11_13701_200000101112111,HTA11_13701_200000101113112,Gene Expression Quantification,Raw Counts,,1753.0,941.0,14,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069173,20fe7008-32ae-4225-b371-ce28f3169a0b,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-8_epi.csv,csv,HTA11_13701_200000102112111,HTA11_13701_200000102113111,Gene Expression Quantification,Raw Counts,,2654.5,1193.0,1018,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069094,a1b1c62a-93dd-489d-af2a-8e1d72c38d2e,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-8_immune.csv,csv,HTA11_13701_200000102112111,HTA11_13701_200000102113112,Gene Expression Quantification,Raw Counts,,1015.0,653.0,23,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069174,31f506d0-2c24-4366-8fbd-f694fa0a5bf6,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-9_epi.csv,csv,HTA11_13794_200000101112111,HTA11_13794_200000101113111,Gene Expression Quantification,Raw Counts,,3695.0,1140.0,319,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069095,a3c4fbe8-4b35-4887-9a46-c54985b45c2b,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/7306-YX-9_immune.csv,csv,HTA11_13794_200000101112111,HTA11_13794_200000101113112,Gene Expression Quantification,Raw Counts,,418.5,336.5,12,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn51069175,90894c2d-f002-4dcc-b88f-488c3bcedf41,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10096_S1_barcodes.tsv.gz,tsv,HTA11_12211_1,HTA11_13211_1,Gene Expression,Raw Counts,,3491.0,1164.0,21567,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427366,9a7c4af2-95f2-43af-ba36-7bd02de370e5,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10096_S1_features.tsv.gz,tsv,HTA11_12211_1,HTA11_13211_2,Gene Expression,Raw Counts,,3491.0,1164.0,21567,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427367,3bded901-5d03-4806-891d-bb250dd3d964,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10096_S1_matrix.mtx.gz,mtx,HTA11_12211_1,HTA11_13211_3,Gene Expression,Raw Counts,,3491.0,1164.0,21567,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427368,52c38b5a-4d09-4918-a432-063dda121da1,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10096_S2_barcodes.tsv.gz,tsv,HTA11_12211_2,HTA11_13211_4,Gene Expression,Raw Counts,,2245.0,746.0,927,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427369,67cc0aa9-30dd-405b-b125-2e9d220e2309,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10096_S2_features.tsv.gz,tsv,HTA11_12211_2,HTA11_13211_5,Gene Expression,Raw Counts,,2245.0,746.0,927,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427371,011432ca-4cdb-4661-b79b-9366947fa430,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10096_S2_matrix.mtx.gz,mtx,HTA11_12211_2,HTA11_13211_6,Gene Expression,Raw Counts,,2245.0,746.0,927,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427372,1a23f770-12b5-4e6e-abd5-3c0d4c6cc51a,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10096_S3_barcodes.tsv.gz,tsv,HTA11_12211_3,HTA11_13211_7,Gene Expression,Raw Counts,,2734.0,928.0,10918,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427373,89a1272a-c020-4d43-988d-b6ac86455318,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10096_S3_features.tsv.gz,tsv,HTA11_12211_3,HTA11_13211_8,Gene Expression,Raw Counts,,2734.0,928.0,10918,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427374,52fbe9ff-ce9c-4d09-a592-a4ef53dd162a,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10096_S3_matrix.mtx.gz,mtx,HTA11_12211_3,HTA11_13211_9,Gene Expression,Raw Counts,,2734.0,928.0,10918,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427375,1889cac9-a8e8-456e-acca-05bb64bfd2a9,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10096_S4_barcodes.tsv.gz,tsv,HTA11_12211_4,HTA11_13211_10,Gene Expression,Raw Counts,,4111.0,1357.0,12872,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427376,3fe2f317-97dc-4529-8fed-21181132c019,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10096_S4_features.tsv.gz,tsv,HTA11_12211_4,HTA11_13211_11,Gene Expression,Raw Counts,,4111.0,1357.0,12872,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427377,e7fb8e7b-e051-412c-a4e0-a39fb7869e3e,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10096_S4_matrix.mtx.gz,mtx,HTA11_12211_4,HTA11_13211_12,Gene Expression,Raw Counts,,4111.0,1357.0,12872,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427378,c7991c8a-5e54-4458-b8c2-fccecf280490,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0001_S1_barcodes.tsv.gz,tsv,HTA11_12211_5,HTA11_13211_13,Gene Expression,Raw Counts,,5503.0,754.0,13944,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427380,00c7ebed-de2d-47fd-b55f-75eccada7040,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0001_S1_features.tsv.gz,tsv,HTA11_12211_5,HTA11_13211_14,Gene Expression,Raw Counts,,5503.0,754.0,13944,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427381,76dccf02-3e08-43f0-8673-71efd2c37ef7,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0001_S1_matrix.mtx.gz,mtx,HTA11_12211_5,HTA11_13211_15,Gene Expression,Raw Counts,,5503.0,754.0,13944,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427382,99259284-7d97-4495-806d-0ef5860e0f7d,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0001_S2_barcodes.tsv.gz,tsv,HTA11_12211_6,HTA11_13211_16,Gene Expression,Raw Counts,,4858.0,748.0,1722,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427383,b52ad21b-3769-4c3b-90b8-e20bd943a9bf,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0001_S2_features.tsv.gz,tsv,HTA11_12211_6,HTA11_13211_17,Gene Expression,Raw Counts,,4858.0,748.0,1722,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427384,75fb1a86-06c0-432c-96c8-78e6b98e1f4c,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0001_S2_matrix.mtx.gz,mtx,HTA11_12211_6,HTA11_13211_18,Gene Expression,Raw Counts,,4858.0,748.0,1722,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427385,d916ea94-6b89-458a-a2ea-c50b5ef5b103,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0001_S3_barcodes.tsv.gz,tsv,HTA11_12211_7,HTA11_13211_19,Gene Expression,Raw Counts,,6784.0,1118.0,1583,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427386,b1097f83-4850-48c8-a5cb-4e73a991edd2,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0001_S3_features.tsv.gz,tsv,HTA11_12211_7,HTA11_13211_20,Gene Expression,Raw Counts,,6784.0,1118.0,1583,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427387,9a84f914-9573-496b-a30a-79e271a4b183,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0001_S3_matrix.mtx.gz,mtx,HTA11_12211_7,HTA11_13211_21,Gene Expression,Raw Counts,,6784.0,1118.0,1583,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427388,9a90f617-ea77-43b0-b1ad-d7bb8616f03f,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0001_S4_barcodes.tsv.gz,tsv,HTA11_12211_8,HTA11_13211_22,Gene Expression,Raw Counts,,5647.0,974.0,7400,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427389,bddb12aa-601a-41f4-a709-c865abe29cc4,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0001_S4_features.tsv.gz,tsv,HTA11_12211_8,HTA11_13211_23,Gene Expression,Raw Counts,,5647.0,974.0,7400,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427390,3c8bd45f-03a6-49a8-b342-2699aaa7e8b8,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0001_S4_matrix.mtx.gz,mtx,HTA11_12211_8,HTA11_13211_24,Gene Expression,Raw Counts,,5647.0,974.0,7400,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427391,dd3f91cf-6c4e-4235-a6b7-98e0ec1f9510,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0002_S1_barcodes.tsv.gz,tsv,HTA11_12211_9,HTA11_13211_25,Gene Expression,Raw Counts,,3917.0,911.0,8650,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427392,e3e4f5a8-c776-4e3c-b89f-95f2e289a839,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0002_S1_features.tsv.gz,tsv,HTA11_12211_9,HTA11_13211_26,Gene Expression,Raw Counts,,3917.0,911.0,8650,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427393,f2df9780-f8bf-464e-b740-95424223bc9d,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0002_S1_matrix.mtx.gz,mtx,HTA11_12211_9,HTA11_13211_27,Gene Expression,Raw Counts,,3917.0,911.0,8650,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427394,afcf5cb6-a15a-4644-9238-f17af07fa4a0,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0002_S2_barcodes.tsv.gz,tsv,HTA11_12211_10,HTA11_13211_28,Gene Expression,Raw Counts,,3516.0,850.0,3409,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427395,7604ea08-b6e3-42f2-bdd9-92be6199141a,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0002_S2_features.tsv.gz,tsv,HTA11_12211_10,HTA11_13211_29,Gene Expression,Raw Counts,,3516.0,850.0,3409,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427396,b0a4505f-6a27-471d-870e-f015728d7b63,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0002_S2_matrix.mtx.gz,mtx,HTA11_12211_10,HTA11_13211_30,Gene Expression,Raw Counts,,3516.0,850.0,3409,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427397,c3645a77-a964-4ef7-bd74-39ad2bcfe993,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0002_S3_barcodes.tsv.gz,tsv,HTA11_12211_11,HTA11_13211_31,Gene Expression,Raw Counts,,3387.0,893.0,14414,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427398,f9b15896-b19c-4644-b371-642780f1db91,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0002_S3_features.tsv.gz,tsv,HTA11_12211_11,HTA11_13211_32,Gene Expression,Raw Counts,,3387.0,893.0,14414,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427399,6e235d71-68fb-428e-b269-18f505be1b26,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0002_S3_matrix.mtx.gz,mtx,HTA11_12211_11,HTA11_13211_33,Gene Expression,Raw Counts,,3387.0,893.0,14414,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427400,8de6b3fb-0ecd-41c8-add4-0a72bbf5161a,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0002_S4_barcodes.tsv.gz,tsv,HTA11_12211_12,HTA11_13211_34,Gene Expression,Raw Counts,,3388.0,914.0,8395,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427401,b733398a-22f2-4235-8ed5-fa81800f5f59,,
ScRNA-seqLevel3,single_cell_RNAseq_level_3/Lau10180_0002_S4_features.tsv.gz,tsv,HTA11_12211_12,HTA11_13211_35,Gene Expression,Raw Counts,,3388.0,914.0,8395,CellRanger,"Cellranger multi, default parameters",https://www.10xgenomics.com/support/software/cell-ranger/latest/analysis/running-pipelines/cr-3p-multi,7.2.0,syn63427402,9332a242-1afb-4f29-9490-137762cc6209,,
